"","long","lat","group","order","region"
"122",-85.0097503662109,32.5268173217773,1,122,"ALABAMA"
"123",-84.9868316650391,32.4981651306152,1,123,"ALABAMA"
"124",-84.992561340332,32.4695167541504,1,124,"ALABAMA"
"125",-84.9753723144531,32.4236831665039,1,125,"ALABAMA"
"126",-84.9810943603516,32.3778457641602,1,126,"ALABAMA"
"127",-85.004020690918,32.3377380371094,1,127,"ALABAMA"
"128",-84.9753723144531,32.3090896606445,1,128,"ALABAMA"
"129",-84.9238052368164,32.2804412841797,1,129,"ALABAMA"
"130",-84.9008865356445,32.2517929077148,1,130,"ALABAMA"
"131",-84.9295349121094,32.2346076965332,1,131,"ALABAMA"
"132",-84.9524536132812,32.228874206543,1,132,"ALABAMA"
"133",-84.9696426391602,32.2002258300781,1,133,"ALABAMA"
"134",-84.992561340332,32.1830368041992,1,134,"ALABAMA"
"135",-85.0498580932617,32.1601181030273,1,135,"ALABAMA"
"136",-85.0613098144531,32.1200141906738,1,136,"ALABAMA"
"137",-85.0613098144531,32.1028251647949,1,137,"ALABAMA"
"138",-85.0613098144531,32.085636138916,1,138,"ALABAMA"
"139",-85.0613098144531,32.0627174377441,1,139,"ALABAMA"
"140",-85.0613098144531,32.0283432006836,1,140,"ALABAMA"
"141",-85.0613098144531,31.9939613342285,1,141,"ALABAMA"
"142",-85.0785064697266,31.9595851898193,1,142,"ALABAMA"
"143",-85.1071472167969,31.9366664886475,1,143,"ALABAMA"
"144",-85.1415252685547,31.8679141998291,1,144,"ALABAMA"
"145",-85.1358032226562,31.7876968383789,1,145,"ALABAMA"
"146",-85.1358032226562,31.7762393951416,1,146,"ALABAMA"
"147",-85.1300735473633,31.7304019927979,1,147,"ALABAMA"
"148",-85.1186065673828,31.6845645904541,1,148,"ALABAMA"
"149",-85.0785064697266,31.6158123016357,1,149,"ALABAMA"
"150",-85.0613098144531,31.5585174560547,1,150,"ALABAMA"
"151",-85.0613098144531,31.5241374969482,1,151,"ALABAMA"
"152",-85.0842361450195,31.4783000946045,1,152,"ALABAMA"
"153",-85.0842361450195,31.4439239501953,1,153,"ALABAMA"
"154",-85.0956954956055,31.4095478057861,1,154,"ALABAMA"
"155",-85.0956954956055,31.3407917022705,1,155,"ALABAMA"
"156",-85.1014175415039,31.3006839752197,1,156,"ALABAMA"
"157",-85.1243438720703,31.2834949493408,1,157,"ALABAMA"
"158",-85.1243438720703,31.254846572876,1,158,"ALABAMA"
"159",-85.1128768920898,31.1918201446533,1,159,"ALABAMA"
"160",-85.1128768920898,31.174633026123,1,160,"ALABAMA"
"161",-85.0899658203125,31.1402568817139,1,161,"ALABAMA"
"162",-85.0441284179688,31.1116065979004,1,162,"ALABAMA"
"163",-85.0383987426758,31.0944194793701,1,163,"ALABAMA"
"164",-85.0326690673828,31.0772304534912,1,164,"ALABAMA"
"165",-85.0326690673828,31.0371246337891,1,165,"ALABAMA"
"166",-85.0154800415039,31.0027484893799,1,166,"ALABAMA"
"167",-85.0154800415039,30.9970169067383,1,167,"ALABAMA"
"168",-85.4967651367188,31.0084743499756,1,168,"ALABAMA"
"169",-85.5196762084961,31.0084743499756,1,169,"ALABAMA"
"170",-86.0467987060547,31.0084743499756,1,170,"ALABAMA"
"171",-86.2014999389648,31.0084743499756,1,171,"ALABAMA"
"172",-86.3905715942383,31.0084743499756,1,172,"ALABAMA"
"173",-86.705696105957,31.0084743499756,1,173,"ALABAMA"
"174",-86.7973709106445,31.0084743499756,1,174,"ALABAMA"
"175",-87.1812591552734,31.0084743499756,1,175,"ALABAMA"
"176",-87.6052474975586,31.0084743499756,1,176,"ALABAMA"
"177",-87.6052474975586,30.9569110870361,1,177,"ALABAMA"
"178",-87.610969543457,30.9339923858643,1,178,"ALABAMA"
"179",-87.6338958740234,30.8996162414551,1,179,"ALABAMA"
"180",-87.6396255493164,30.8766975402832,1,180,"ALABAMA"
"181",-87.6338958740234,30.8595085144043,1,181,"ALABAMA"
"182",-87.610969543457,30.8423175811768,1,182,"ALABAMA"
"183",-87.5479507446289,30.7735633850098,1,183,"ALABAMA"
"184",-87.4906539916992,30.721996307373,1,184,"ALABAMA"
"185",-87.4620056152344,30.7105388641357,1,185,"ALABAMA"
"186",-87.4505462646484,30.6990776062012,1,186,"ALABAMA"
"187",-87.4218978881836,30.6761589050293,1,187,"ALABAMA"
"188",-87.4104385375977,30.6475124359131,1,188,"ALABAMA"
"189",-87.4104385375977,30.6188640594482,1,189,"ALABAMA"
"190",-87.4333572387695,30.5844879150391,1,190,"ALABAMA"
"191",-87.4620056152344,30.5443801879883,1,191,"ALABAMA"
"192",-87.4677352905273,30.527193069458,1,192,"ALABAMA"
"193",-87.4620056152344,30.5100040435791,1,193,"ALABAMA"
"194",-87.44482421875,30.4928131103516,1,194,"ALABAMA"
"195",-87.3989868164062,30.4584369659424,1,195,"ALABAMA"
"196",-87.3932571411133,30.4469795227051,1,196,"ALABAMA"
"197",-87.4047164916992,30.4297866821289,1,197,"ALABAMA"
"198",-87.4218978881836,30.4297866821289,1,198,"ALABAMA"
"199",-87.439094543457,30.4240608215332,1,199,"ALABAMA"
"200",-87.439094543457,30.4183292388916,1,200,"ALABAMA"
"201",-87.4505462646484,30.4011421203613,1,201,"ALABAMA"
"202",-87.4620056152344,30.3896808624268,1,202,"ALABAMA"
"203",-114.637390136719,35.0191802978516,2,204,"ARIZONA"
"204",-114.643127441406,35.1051216125488,2,205,"ARIZONA"
"205",-114.603019714355,35.1223106384277,2,206,"ARIZONA"
"206",-114.574363708496,35.1796112060547,2,207,"ARIZONA"
"207",-114.585830688477,35.2369041442871,2,208,"ARIZONA"
"208",-114.597282409668,35.2827415466309,2,209,"ARIZONA"
"209",-114.608741760254,35.3572273254395,2,210,"ARIZONA"
"210",-114.625938415527,35.4087905883789,2,211,"ARIZONA"
"211",-114.666046142578,35.4546279907227,2,212,"ARIZONA"
"212",-114.660308837891,35.5004653930664,2,213,"ARIZONA"
"213",-114.666046142578,35.5405731201172,2,214,"ARIZONA"
"214",-114.671775817871,35.6093292236328,2,215,"ARIZONA"
"215",-114.683235168457,35.6666221618652,2,216,"ARIZONA"
"216",-114.700416564941,35.712459564209,2,217,"ARIZONA"
"217",-114.700416564941,35.7926750183105,2,218,"ARIZONA"
"218",-114.688957214355,35.8843460083008,2,219,"ARIZONA"
"219",-114.711875915527,35.9129943847656,2,220,"ARIZONA"
"220",-114.734802246094,35.9588317871094,2,221,"ARIZONA"
"221",-114.734802246094,36.0161285400391,2,222,"ARIZONA"
"222",-114.757713317871,36.0619659423828,2,223,"ARIZONA"
"223",-114.734802246094,36.1078033447266,2,224,"ARIZONA"
"224",-114.700416564941,36.1192588806152,2,225,"ARIZONA"
"225",-114.643127441406,36.1421775817871,2,226,"ARIZONA"
"226",-114.557182312012,36.153636932373,2,227,"ARIZONA"
"227",-114.488426208496,36.1364479064941,2,228,"ARIZONA"
"228",-114.396751403809,36.1364479064941,2,229,"ARIZONA"
"229",-114.327995300293,36.1135292053223,2,230,"ARIZONA"
"230",-114.310813903809,36.0447769165039,2,231,"ARIZONA"
"231",-114.264976501465,36.0275840759277,2,232,"ARIZONA"
"232",-114.201942443848,36.021858215332,2,233,"ARIZONA"
"233",-114.13892364502,36.0390472412109,2,234,"ARIZONA"
"234",-114.116004943848,36.0963401794434,2,235,"ARIZONA"
"235",-114.08162689209,36.1364479064941,2,236,"ARIZONA"
"236",-114.052978515625,36.2109336853027,2,237,"ARIZONA"
"237",-114.047248840332,36.8411865234375,2,238,"ARIZONA"
"238",-114.041519165039,36.9958839416504,2,239,"ARIZONA"
"239",-113.823799133301,36.9958839416504,2,240,"ARIZONA"
"240",-113.537322998047,37.0016136169434,2,241,"ARIZONA"
"241",-113.279487609863,37.0016136169434,2,242,"ARIZONA"
"242",-113.004470825195,37.0016136169434,2,243,"ARIZONA"
"243",-112.907066345215,36.9958839416504,2,244,"ARIZONA"
"244",-112.729446411133,37.0016136169434,2,245,"ARIZONA"
"245",-112.540374755859,36.9958839416504,2,246,"ARIZONA"
"246",-112.414321899414,36.9958839416504,2,247,"ARIZONA"
"247",-112.208053588867,36.9958839416504,2,248,"ARIZONA"
"248",-111.950225830078,37.0016136169434,2,249,"ARIZONA"
"249",-111.686668395996,37.0016136169434,2,250,"ARIZONA"
"250",-111.411643981934,37.0016136169434,2,251,"ARIZONA"
"251",-111.319969177246,37.0016136169434,2,252,"ARIZONA"
"252",-111.25121307373,36.9958839416504,2,253,"ARIZONA"
"253",-111.125160217285,36.9958839416504,2,254,"ARIZONA"
"254",-110.844413757324,37.0016136169434,2,255,"ARIZONA"
"255",-110.75846862793,36.9958839416504,2,256,"ARIZONA"
"256",-110.683990478516,36.9958839416504,2,257,"ARIZONA"
"257",-110.546478271484,36.9958839416504,2,258,"ARIZONA"
"258",-110.30583190918,37.0016136169434,2,259,"ARIZONA"
"259",-110.088104248047,37.0016136169434,2,260,"ARIZONA"
"260",-110.00789642334,37.0016136169434,2,261,"ARIZONA"
"261",-109.933410644531,36.9958839416504,2,262,"ARIZONA"
"262",-109.715682983398,36.9958839416504,2,263,"ARIZONA"
"263",-109.41202545166,36.9958839416504,2,264,"ARIZONA"
"264",-109.148460388184,36.9958839416504,2,265,"ARIZONA"
"265",-109.039596557617,36.9958839416504,2,266,"ARIZONA"
"266",-109.04532623291,35.9989395141602,2,267,"ARIZONA"
"267",-109.051063537598,34.9504280090332,2,268,"ARIZONA"
"268",-109.051063537598,34.5722732543945,2,269,"ARIZONA"
"269",-109.056785583496,33.7758636474609,2,270,"ARIZONA"
"270",-109.051063537598,33.2029037475586,2,271,"ARIZONA"
"271",-109.056785583496,32.7789154052734,2,272,"ARIZONA"
"272",-109.056785583496,32.4236831665039,2,273,"ARIZONA"
"273",-109.056785583496,31.3522510528564,2,274,"ARIZONA"
"274",-109.234405517578,31.3522510528564,2,275,"ARIZONA"
"275",-109.624015808105,31.3465213775635,2,276,"ARIZONA"
"276",-109.996437072754,31.3522510528564,2,277,"ARIZONA"
"277",-110.351669311523,31.3522510528564,2,278,"ARIZONA"
"278",-110.477722167969,31.3522510528564,2,279,"ARIZONA"
"279",-110.632415771484,31.3522510528564,2,280,"ARIZONA"
"280",-110.987655639648,31.3465213775635,2,281,"ARIZONA"
"281",-111.119430541992,31.3579788208008,2,282,"ARIZONA"
"282",-111.297050476074,31.4152774810791,2,283,"ARIZONA"
"283",-111.388725280762,31.4439239501953,2,284,"ARIZONA"
"284",-111.629364013672,31.5184097290039,2,285,"ARIZONA"
"285",-112.036163330078,31.6501884460449,2,286,"ARIZONA"
"286",-112.32837677002,31.7418632507324,2,287,"ARIZONA"
"287",-112.66641998291,31.8392658233643,2,288,"ARIZONA"
"288",-112.929977416992,31.9252090454102,2,289,"ARIZONA"
"289",-113.187812805176,32.0054244995117,2,290,"ARIZONA"
"290",-113.348236083984,32.0569877624512,2,291,"ARIZONA"
"291",-113.468559265137,32.097095489502,2,292,"ARIZONA"
"292",-113.743583679199,32.1887702941895,2,293,"ARIZONA"
"293",-114.035797119141,32.2747116088867,2,294,"ARIZONA"
"294",-114.316543579102,32.3606567382812,2,295,"ARIZONA"
"295",-114.700416564941,32.4809799194336,2,296,"ARIZONA"
"296",-114.809280395508,32.5153541564941,2,297,"ARIZONA"
"297",-114.797813415527,32.5783805847168,2,298,"ARIZONA"
"298",-114.769172668457,32.6700553894043,2,299,"ARIZONA"
"299",-114.734802246094,32.733081817627,2,300,"ARIZONA"
"300",-114.688957214355,32.7445373535156,2,301,"ARIZONA"
"301",-114.654586791992,32.7388076782227,2,302,"ARIZONA"
"302",-114.59156036377,32.7388076782227,2,303,"ARIZONA"
"303",-114.551452636719,32.7617263793945,2,304,"ARIZONA"
"304",-114.522804260254,32.8247528076172,2,305,"ARIZONA"
"305",-114.47696685791,32.8763198852539,2,306,"ARIZONA"
"306",-114.47696685791,32.9336166381836,2,307,"ARIZONA"
"307",-114.482696533203,32.996639251709,2,308,"ARIZONA"
"308",-114.539993286133,33.0424728393555,2,309,"ARIZONA"
"309",-114.660308837891,33.0539360046387,2,310,"ARIZONA"
"310",-114.700416564941,33.0825843811035,2,311,"ARIZONA"
"311",-114.711875915527,33.134147644043,2,312,"ARIZONA"
"312",-114.688957214355,33.2659301757812,2,313,"ARIZONA"
"313",-114.740524291992,33.3117637634277,2,314,"ARIZONA"
"314",-114.71760559082,33.3576011657715,2,315,"ARIZONA"
"315",-114.729064941406,33.4034385681152,2,316,"ARIZONA"
"316",-114.688957214355,33.4320907592773,2,317,"ARIZONA"
"317",-114.648849487305,33.455005645752,2,318,"ARIZONA"
"318",-114.637390136719,33.4836540222168,2,319,"ARIZONA"
"319",-114.608741760254,33.5008430480957,2,320,"ARIZONA"
"320",-114.62020111084,33.5294914245605,2,321,"ARIZONA"
"321",-114.568641662598,33.5466804504395,2,322,"ARIZONA"
"322",-114.557182312012,33.5753288269043,2,323,"ARIZONA"
"323",-114.528533935547,33.6326217651367,2,324,"ARIZONA"
"324",-114.539993286133,33.6956481933594,2,325,"ARIZONA"
"325",-114.522804260254,33.7300262451172,2,326,"ARIZONA"
"326",-114.539993286133,33.7815933227539,2,327,"ARIZONA"
"327",-114.539993286133,33.9248313903809,2,328,"ARIZONA"
"328",-114.517074584961,33.9649391174316,2,329,"ARIZONA"
"329",-114.454048156738,33.9993171691895,2,330,"ARIZONA"
"330",-114.471237182617,34.0165023803711,2,331,"ARIZONA"
"331",-114.448318481445,34.039421081543,2,332,"ARIZONA"
"332",-114.41967010498,34.0795288085938,2,333,"ARIZONA"
"333",-114.396751403809,34.1139068603516,2,334,"ARIZONA"
"334",-114.299346923828,34.1540107727051,2,335,"ARIZONA"
"335",-114.230598449707,34.1998481750488,2,336,"ARIZONA"
"336",-114.190490722656,34.2456855773926,2,337,"ARIZONA"
"337",-114.133193969727,34.2628746032715,2,338,"ARIZONA"
"338",-114.13892364502,34.2972526550293,2,339,"ARIZONA"
"339",-114.16756439209,34.3373603820801,2,340,"ARIZONA"
"340",-114.287887573242,34.4233016967773,2,341,"ARIZONA"
"341",-114.373832702637,34.4691390991211,2,342,"ARIZONA"
"342",-114.402488708496,34.5894622802734,2,343,"ARIZONA"
"343",-114.41967010498,34.6123809814453,2,344,"ARIZONA"
"344",-114.448318481445,34.7097816467285,2,345,"ARIZONA"
"345",-114.574363708496,34.807186126709,2,346,"ARIZONA"
"346",-114.551452636719,34.8358345031738,2,347,"ARIZONA"
"347",-114.545722961426,34.8472938537598,2,348,"ARIZONA"
"348",-114.568641662598,34.8644828796387,2,349,"ARIZONA"
"349",-114.608741760254,34.8874015808105,2,350,"ARIZONA"
"350",-114.63166809082,34.9618835449219,2,351,"ARIZONA"
"351",-114.637390136719,35.0191802978516,2,352,"ARIZONA"
"352",-94.051025390625,33.0367469787598,3,354,"ARKANSAS"
"353",-94.051025390625,33.3003082275391,3,355,"ARKANSAS"
"354",-94.056755065918,33.5753288269043,3,356,"ARKANSAS"
"355",-94.0796661376953,33.586784362793,3,357,"ARKANSAS"
"356",-94.0911254882812,33.5982437133789,3,358,"ARKANSAS"
"357",-94.1197738647461,33.5925178527832,3,359,"ARKANSAS"
"358",-94.1484298706055,33.586784362793,3,360,"ARKANSAS"
"359",-94.1541595458984,33.586784362793,3,361,"ARKANSAS"
"360",-94.1885375976562,33.6097030639648,3,362,"ARKANSAS"
"361",-94.2057189941406,33.6154365539551,3,363,"ARKANSAS"
"362",-94.2229080200195,33.6097030639648,3,364,"ARKANSAS"
"363",-94.2286376953125,33.5982437133789,3,365,"ARKANSAS"
"364",-94.2400970458984,33.5753288269043,3,366,"ARKANSAS"
"365",-94.2630157470703,33.586784362793,3,367,"ARKANSAS"
"366",-94.2802047729492,33.586784362793,3,368,"ARKANSAS"
"367",-94.2973937988281,33.5753288269043,3,369,"ARKANSAS"
"368",-94.3088531494141,33.5695991516113,3,370,"ARKANSAS"
"369",-94.3661499023438,33.5753288269043,3,371,"ARKANSAS"
"370",-94.4005279541016,33.5695991516113,3,372,"ARKANSAS"
"371",-94.40625,33.5753288269043,3,373,"ARKANSAS"
"372",-94.4234466552734,33.5982437133789,3,374,"ARKANSAS"
"373",-94.4520874023438,33.5982437133789,3,375,"ARKANSAS"
"374",-94.4635543823242,33.6154365539551,3,376,"ARKANSAS"
"375",-94.4750137329102,33.6326217651367,3,377,"ARKANSAS"
"376",-94.4807434082031,33.6555404663086,3,378,"ARKANSAS"
"377",-94.4979248046875,33.6669998168945,3,379,"ARKANSAS"
"378",-94.4921951293945,33.6784591674805,3,380,"ARKANSAS"
"379",-94.4921951293945,33.9649391174316,3,381,"ARKANSAS"
"380",-94.4864654541016,34.211311340332,3,382,"ARKANSAS"
"381",-94.4807434082031,34.5321655273438,3,383,"ARKANSAS"
"382",-94.4692840576172,34.7498931884766,3,384,"ARKANSAS"
"383",-94.4578247070312,34.9848022460938,3,385,"ARKANSAS"
"384",-94.4406356811523,35.397331237793,3,386,"ARKANSAS"
"385",-94.4463577270508,35.4431686401367,3,387,"ARKANSAS"
"386",-94.4807434082031,35.6551666259766,3,388,"ARKANSAS"
"387",-94.503662109375,35.7640266418457,3,389,"ARKANSAS"
"388",-94.5609588623047,36.1135292053223,3,390,"ARKANSAS"
"389",-94.5724105834961,36.1765556335449,3,391,"ARKANSAS"
"390",-94.6239776611328,36.5088691711426,3,392,"ARKANSAS"
"391",-94.0853958129883,36.5031394958496,3,393,"ARKANSAS"
"392",-94.0796661376953,36.4974136352539,3,394,"ARKANSAS"
"393",-93.8905944824219,36.5031394958496,3,395,"ARKANSAS"
"394",-93.873405456543,36.4974136352539,3,396,"ARKANSAS"
"395",-93.598388671875,36.5031394958496,3,397,"ARKANSAS"
"396",-93.5926513671875,36.4974136352539,3,398,"ARKANSAS"
"397",-93.3348236083984,36.5031394958496,3,399,"ARKANSAS"
"398",-93.3233642578125,36.4974136352539,3,400,"ARKANSAS"
"399",-93.3061752319336,36.5031394958496,3,401,"ARKANSAS"
"400",-93.3004455566406,36.4974136352539,3,402,"ARKANSAS"
"401",-92.8478088378906,36.5031394958496,3,403,"ARKANSAS"
"402",-92.8420791625977,36.5031394958496,3,404,"ARKANSAS"
"403",-92.773323059082,36.5031394958496,3,405,"ARKANSAS"
"404",-92.7675933837891,36.5031394958496,3,406,"ARKANSAS"
"405",-92.5498733520508,36.5031394958496,3,407,"ARKANSAS"
"406",-92.1602630615234,36.4974136352539,3,408,"ARKANSAS"
"407",-92.1316146850586,36.4974136352539,3,409,"ARKANSAS"
"408",-91.6732482910156,36.5031394958496,3,410,"ARKANSAS"
"409",-91.4669799804688,36.4974136352539,3,411,"ARKANSAS"
"410",-91.4612503051758,36.4974136352539,3,412,"ARKANSAS"
"411",-91.421142578125,36.4974136352539,3,413,"ARKANSAS"
"412",-91.415412902832,36.5031394958496,3,414,"ARKANSAS"
"413",-91.146125793457,36.5031394958496,3,415,"ARKANSAS"
"414",-90.7908935546875,36.5031394958496,3,416,"ARKANSAS"
"415",-90.5731735229492,36.5088691711426,3,417,"ARKANSAS"
"416",-90.2236633300781,36.5088691711426,3,418,"ARKANSAS"
"417",-90.1720962524414,36.5031394958496,3,419,"ARKANSAS"
"418",-90.1377182006836,36.474494934082,3,420,"ARKANSAS"
"419",-90.1262588500977,36.4057388305664,3,421,"ARKANSAS"
"420",-90.1033401489258,36.4000091552734,3,422,"ARKANSAS"
"421",-90.0689697265625,36.3885498046875,3,423,"ARKANSAS"
"422",-90.0689697265625,36.3484420776367,3,424,"ARKANSAS"
"423",-90.0918807983398,36.2854156494141,3,425,"ARKANSAS"
"424",-90.1205368041992,36.2739562988281,3,426,"ARKANSAS"
"425",-90.1377182006836,36.2166595458984,3,427,"ARKANSAS"
"426",-90.1892852783203,36.1994743347168,3,428,"ARKANSAS"
"427",-90.1892852783203,36.1765556335449,3,429,"ARKANSAS"
"428",-90.2637710571289,36.1307182312012,3,430,"ARKANSAS"
